feature,chi2,pvalue
with several,7.209215488103825,0.999999999948941
next she,7.209138020027645,0.9999999999489512
love was,7.209137369044125,0.9999999999489513
breakfast he,7.209003543139008,0.9999999999489689
among themselves,7.207916689863743,0.9999999999491116
one was,7.2077431147354645,0.9999999999491344
trifle with,7.207571507125615,0.9999999999491569
done said,7.206956117360422,0.9999999999492375
was driving,7.20695415201921,0.9999999999492377
until was,7.206865316362599,0.9999999999492494
terror and,7.206835511449979,0.9999999999492533
them at,7.206805437458306,0.9999999999492571
are both,7.206404379411364,0.9999999999493097
like bird,7.2063826383123954,0.9999999999493124
my compliments,7.205080461432972,0.9999999999494824
thoughts which,7.204773431429381,0.9999999999495224
dislike of,7.204768971464977,0.9999999999495229
wood of,7.204519406107515,0.9999999999495555
he saved,7.2040791119804215,0.9999999999496126
my by,7.204018794487274,0.9999999999496205
other matters,7.203708717776974,0.9999999999496608
horses of,7.20356088829648,0.9999999999496799
will want,7.203432488060186,0.9999999999496966
has taught,7.203349087780835,0.9999999999497075
the departed,7.203082393546721,0.999999999949742
any objection,7.202723105887449,0.9999999999497886
though by,7.20271202365313,0.99999999994979
will he,7.202705156710722,0.9999999999497909
to thrust,7.202651188503455,0.9999999999497979
of here,7.202412813245363,0.9999999999498288
that went,7.20238851224971,0.9999999999498319
poems and,7.202337859290002,0.9999999999498385
was decidedly,7.202179518890915,0.999999999949859
never know,7.20189548208466,0.9999999999498956
was shining,7.201732662432442,0.9999999999499167
little things,7.2015555181118875,0.9999999999499396
most like,7.201475709372015,0.9999999999499499
dozen years,7.20146598049721,0.9999999999499511
stay till,7.201348591946452,0.9999999999499664
hill which,7.201277003636624,0.9999999999499756
amongst us,7.201208391162079,0.9999999999499845
their pockets,7.201111478175284,0.999999999949997
something between,7.200787217648227,0.9999999999500387
bore,7.200704933626222,0.9999999999500494
understand but,7.20062566748948,0.9999999999500596
he after,7.200452912011726,0.9999999999500818
day you,7.200414581639474,0.9999999999500868
his cheeks,7.200389586010659,0.99999999995009
no business,7.200200006712656,0.9999999999501145
her even,7.200191651286014,0.9999999999501155
of february,7.200091661025353,0.9999999999501283
my sight,7.200064148803577,0.9999999999501319
were cut,7.199972481229002,0.9999999999501437
and narrow,7.199930391115485,0.9999999999501491
at finding,7.1992147231727674,0.9999999999502411
relieve,7.199205727370399,0.9999999999502422
anything was,7.199038646163173,0.9999999999502637
hatred and,7.1988785807453555,0.9999999999502843
to judge,7.198863527792901,0.9999999999502862
have pity,7.198800067902434,0.9999999999502943
in storm,7.198791681618209,0.9999999999502954
seeing the,7.198465014197237,0.9999999999503373
his intentions,7.198446589341611,0.9999999999503397
patron of,7.198430632304458,0.9999999999503417
this long,7.19826253003722,0.9999999999503633
for month,7.198109396243545,0.9999999999503829
to penetrate,7.198036618370362,0.9999999999503922
the remaining,7.197839804136291,0.9999999999504174
hut the,7.197560257544182,0.9999999999504532
unsettled,7.197504740347853,0.9999999999504603
london but,7.19738395222755,0.9999999999504757
themselves in,7.197207473112882,0.9999999999504983
sent on,7.196988311244047,0.9999999999505264
wrong in,7.19653281916326,0.9999999999505844
he pleases,7.196399089138328,0.9999999999506015
stimulated by,7.196207340582521,0.9999999999506259
to could,7.196164151899595,0.9999999999506315
books that,7.196025942289355,0.9999999999506491
in debt,7.195949102101699,0.9999999999506589
clerk of,7.195842541420072,0.9999999999506725
express the,7.195605769437516,0.9999999999507027
the cup,7.195526568594363,0.9999999999507128
generally and,7.195483665854915,0.9999999999507182
retired from,7.195263797653292,0.9999999999507462
to greet,7.194951350151057,0.9999999999507859
and determined,7.194794303533657,0.9999999999508058
for seven,7.194749544911296,0.9999999999508116
claim to,7.194704368402065,0.9999999999508172
gentleman like,7.194648205799334,0.9999999999508244
such bad,7.19365833998425,0.99999999995095
the prettiest,7.19362313334531,0.9999999999509545
last and,7.193480550361503,0.9999999999509726
spoke as,7.193326242059808,0.9999999999509921
showed her,7.1921965711237235,0.9999999999511349
interested and,7.192134499614439,0.9999999999511427
not forget,7.191857189960709,0.9999999999511777
had most,7.191626899293216,0.9999999999512068
the sir,7.191199256026795,0.9999999999512607
intimated that,7.1910769903322365,0.9999999999512761
pray what,7.190766323908251,0.9999999999513152
he owed,7.190738770520443,0.9999999999513187
were carried,7.190629816502191,0.9999999999513324
conclude that,7.190616142939456,0.9999999999513342
brother is,7.1905718383606985,0.9999999999513397
secondly that,7.190394384815436,0.999999999951362
for for,7.190230117439484,0.9999999999513827
tottering,7.190207997248704,0.9999999999513854
could obtain,7.189966703644574,0.9999999999514158
then little,7.189782562907864,0.9999999999514388
on bed,7.189648756534389,0.9999999999514556
ashamed and,7.189447529737972,0.9999999999514809
and vigorous,7.189374567739994,0.99999999995149
any power,7.189251268177165,0.9999999999515055
your service,7.189171901700972,0.9999999999515155
quite little,7.188919330279138,0.9999999999515471
fold,7.188885030076923,0.9999999999515514
caught and,7.188880244346215,0.999999999951552
made so,7.1888159283627475,0.9999999999515601
well not,7.188747527643488,0.9999999999515686
forget to,7.188745221849206,0.999999999951569
too quick,7.188524653376212,0.9999999999515965
visiting,7.188304269830547,0.9999999999516241
been often,7.188121177123304,0.999999999951647
conduct which,7.188026912554918,0.9999999999516588
from himself,7.187937742719426,0.99999999995167
one ever,7.187907198505393,0.9999999999516738
be quiet,7.18787711660121,0.9999999999516775
acting in,7.187433247461629,0.9999999999517329
of coming,7.1872949089690765,0.9999999999517503
ghost of,7.1872022163398395,0.9999999999517618
the succeeding,7.187103619397923,0.9999999999517741
ring for,7.186817169508244,0.9999999999518098
vulgar and,7.186780170330641,0.9999999999518144
useless,7.186550782204636,0.999999999951843
am well,7.1859700555352175,0.9999999999519152
over mr,7.185944618386403,0.9999999999519185
dream that,7.1857443052177485,0.9999999999519433
affection of,7.185558369733432,0.9999999999519664
course be,7.185493156037957,0.9999999999519745
eyes looked,7.185334394091781,0.9999999999519943
will hold,7.18527959779902,0.9999999999520011
things from,7.184818389573402,0.9999999999520583
which often,7.1846890988896615,0.9999999999520743
no thought,7.18462742189206,0.999999999952082
you nor,7.184510368085606,0.9999999999520965
this this,7.184428280517287,0.9999999999521068
beat of,7.1842835745657085,0.9999999999521246
if people,7.184124198945959,0.9999999999521444
them until,7.183580587876183,0.9999999999522117
genius in,7.183268469717866,0.9999999999522502
told to,7.1829851733333685,0.9999999999522852
wedding day,7.182669133215089,0.9999999999523242
than of,7.1825935494419255,0.9999999999523336
in hurry,7.182308556659035,0.9999999999523687
furnishing,7.182071797497735,0.9999999999523979
one one,7.181890532897227,0.9999999999524202
her sake,7.1817896022655185,0.9999999999524326
to stare,7.181695259832489,0.9999999999524443
one gentleman,7.181584210755517,0.9999999999524579
on making,7.181532320551771,0.9999999999524644
the chairs,7.181186781457489,0.9999999999525069
live on,7.1807896669120845,0.9999999999525556
murmurs,7.180772587953963,0.9999999999525577
throwing,7.180566949778328,0.9999999999525829
own face,7.18006924900765,0.999999999952644
of harm,7.180057566454331,0.9999999999526454
twice and,7.179926413852628,0.9999999999526615
am delighted,7.179722469439541,0.9999999999526865
reputation as,7.179707504262302,0.9999999999526884
as when,7.179608470656551,0.9999999999527005
like in,7.179458073156826,0.9999999999527189
held his,7.1792086151987675,0.9999999999527495
seek her,7.178990362660063,0.9999999999527762
find mr,7.178983885973562,0.999999999952777
conducting,7.178736108068378,0.9999999999528072
souls and,7.178612957573514,0.9999999999528223
else was,7.178548378310054,0.9999999999528302
boy at,7.178542238080198,0.999999999952831
await the,7.178300319477373,0.9999999999528605
she drove,7.178191907374847,0.9999999999528737
remained in,7.178095057631789,0.9999999999528856
people would,7.177874450291382,0.9999999999529124
great pains,7.17773702517955,0.9999999999529292
and graceful,7.1776034118172385,0.9999999999529455
was troubled,7.177576682225111,0.9999999999529487
must admit,7.177535225739507,0.9999999999529539
collected and,7.177513651101713,0.9999999999529564
right through,7.177374552631789,0.9999999999529734
desire it,7.176989318348707,0.9999999999530202
for most,7.176617296940326,0.9999999999530655
the offices,7.176500000933082,0.9999999999530799
company was,7.176378723764567,0.9999999999530945
lasts,7.176198792584865,0.9999999999531164
pick up,7.175990976067823,0.9999999999531417
are said,7.175575743984287,0.999999999953192
the resources,7.175292095456794,0.9999999999532264
character she,7.175290636434574,0.9999999999532266
of boys,7.174897272011154,0.9999999999532743
his anger,7.174814982508721,0.9999999999532843
when entered,7.174780163311488,0.9999999999532885
firm and,7.174587014967302,0.9999999999533118
genuine and,7.174553917130154,0.9999999999533158
linger,7.174541744542113,0.9999999999533173
conversation on,7.174236530005214,0.9999999999533542
their daily,7.174185589568207,0.9999999999533604
it round,7.173899280617585,0.999999999953395
bell and,7.173826120696139,0.9999999999534038
that often,7.1736125004838796,0.9999999999534296
rain the,7.173546601453232,0.9999999999534376
begun in,7.173357174910998,0.9999999999534605
drove up,7.172300108765686,0.9999999999535878
are mr,7.171698286567179,0.9999999999536602
this gave,7.171345571731416,0.9999999999537025
again if,7.171276317027779,0.9999999999537108
after hour,7.171274984230077,0.999999999953711
somewhat more,7.171204966111838,0.9999999999537194
satisfactory,7.171021866748457,0.9999999999537413
their friends,7.170351415349061,0.9999999999538217
dearer to,7.17024184837745,0.9999999999538348
mrs or,7.17018426191094,0.9999999999538417
knew was,7.170009174331016,0.9999999999538627
would now,7.16961127129534,0.9999999999539103
his fire,7.1694629546866375,0.999999999953928
perhaps when,7.169371483379875,0.999999999953939
was dressed,7.169350153482967,0.9999999999539415
making the,7.16906136778132,0.9999999999539759
words at,7.1689288177295865,0.9999999999539918
and duty,7.167894899818357,0.999999999954115
value and,7.167858730757859,0.9999999999541194
all could,7.167693953071583,0.9999999999541389
answer me,7.167545780060485,0.9999999999541566
the loan,7.167428079851186,0.9999999999541705
and foot,7.167402121217299,0.9999999999541737
down before,7.167109629077539,0.9999999999542084
to account,7.1670924459982155,0.9999999999542105
interest on,7.166991869059381,0.9999999999542224
resent,7.166802788114754,0.9999999999542449
the opening,7.1666863901751965,0.9999999999542587
more fully,7.166621558056011,0.9999999999542664
treat him,7.1665455790279236,0.9999999999542755
what comes,7.166413385061246,0.9999999999542911
might know,7.166313929194534,0.9999999999543029
submission,7.165839151041922,0.9999999999543592
earth to,7.1654909102471835,0.9999999999544004
us both,7.164840804288089,0.9999999999544773
gladly have,7.1648010933259645,0.999999999954482
his trouble,7.164721596048359,0.9999999999544914
hear and,7.164462730298833,0.9999999999545219
recovered,7.164070731225738,0.9999999999545682
and warmth,7.163969269716247,0.9999999999545802
innocent of,7.163524129277837,0.9999999999546326
he rubbed,7.1634160158192755,0.9999999999546454
he crept,7.163311024193127,0.9999999999546577
your power,7.163207894425199,0.9999999999546698
characters and,7.163193932960149,0.9999999999546715
done anything,7.1631920038440215,0.9999999999546717
influence and,7.162691589895444,0.9999999999547305
have served,7.161947782458754,0.9999999999548179
press the,7.161939026608061,0.999999999954819
conceit,7.16181337790403,0.9999999999548337
of ours,7.161798242947898,0.9999999999548355
an escape,7.1617707124024745,0.9999999999548387
thick and,7.161626805829781,0.9999999999548556
remembering that,7.161396888478475,0.9999999999548825
apparent in,7.161389965697592,0.9999999999548834
in month,7.161224287357041,0.9999999999549027
and shivered,7.160930056492491,0.9999999999549373
have become,7.160389327163046,0.9999999999550004
done up,7.160356770832589,0.9999999999550043
whiteness of,7.160293473482646,0.9999999999550117
daring to,7.159373918615069,0.999999999955119
be determined,7.159358019287022,0.9999999999551209
that one,7.159077641823618,0.9999999999551535
the medicine,7.158941073881871,0.9999999999551695
deep voice,7.158844135927624,0.9999999999551807
overhanging,7.158381659782837,0.9999999999552346
and departed,7.158307685798282,0.9999999999552432
extravagant,7.158106313974882,0.9999999999552667
other thing,7.158063924513101,0.9999999999552716
fortunes of,7.157811756817348,0.9999999999553009
looks very,7.157263676995966,0.9999999999553645
shame of,7.1571305167961565,0.9999999999553799
cleared and,7.156914487962606,0.999999999955405
had believed,7.156763508613684,0.9999999999554224
project of,7.156392332683975,0.9999999999554655
discussed the,7.1563535243352625,0.99999999995547
near in,7.156305559177035,0.9999999999554755
this then,7.156045290849515,0.9999999999555056
later and,7.155890186923097,0.9999999999555236
her day,7.155829429887052,0.9999999999555306
his all,7.155733408313724,0.9999999999555417
have appeared,7.155667103077401,0.9999999999555493
and surrounded,7.1555699255902,0.9999999999555605
ways of,7.155180724753048,0.9999999999556055
the core,7.154864903400621,0.9999999999556419
the page,7.154389849933788,0.9999999999556967
too big,7.154062514027068,0.9999999999557344
happy man,7.1540556307411585,0.9999999999557352
me than,7.153578737679308,0.99999999995579
be excused,7.153443519023954,0.9999999999558056
restore,7.1533885917948785,0.9999999999558119
the powerful,7.153059422669251,0.9999999999558498
offend,7.1528435689848395,0.9999999999558745
deep sigh,7.152771654545494,0.9999999999558827
to lend,7.152660725230565,0.9999999999558955
were employed,7.1525802335737,0.9999999999559047
word you,7.152574230644957,0.9999999999559054
the conclusion,7.152568903946525,0.999999999955906
understand said,7.15249289472889,0.9999999999559147
most manner,7.152092177572003,0.9999999999559607
supposing the,7.151380112625083,0.9999999999560422
most likely,7.151339755119629,0.9999999999560468
attention she,7.150897246005705,0.9999999999560973
or ever,7.150588376355539,0.9999999999561326
his but,7.150540056068917,0.9999999999561382
wife but,7.150063969510346,0.9999999999561925
were allowed,7.149887644828293,0.9999999999562126
whether the,7.149869335884833,0.9999999999562147
thankful that,7.149866436437156,0.9999999999562149
them yes,7.149723099827527,0.9999999999562313
impressed by,7.149495357458713,0.9999999999562572
no very,7.149304043247021,0.999999999956279
should do,7.149197948455208,0.9999999999562911
with various,7.149066666482785,0.999999999956306
rigidly,7.1489766218303945,0.9999999999563163
its cause,7.148913615139534,0.9999999999563234
the against,7.148866403356487,0.9999999999563288
train of,7.148570712041542,0.9999999999563624
by side,7.148564956271767,0.999999999956363
make of,7.148323592918804,0.9999999999563904
kept the,7.148225807497533,0.9999999999564015
showed itself,7.147882361314775,0.9999999999564405
were fixed,7.147568979446617,0.999999999956476
and refinement,7.147549246467533,0.9999999999564783
halting,7.147376999759595,0.9999999999564978
during which,7.147230296711464,0.9999999999565143
road it,7.147126993477193,0.9999999999565261
his judgment,7.146974698812646,0.9999999999565433
intensity of,7.146870601867854,0.9999999999565551
could just,7.146283842227105,0.9999999999566214
then if,7.145989651504449,0.9999999999566546
and fall,7.14582283784143,0.9999999999566734
with faint,7.145790374150031,0.9999999999566771
wipe,7.145766633935509,0.9999999999566798
the drew,7.145525190675801,0.999999999956707
chooses,7.145355899246811,0.9999999999567261
at breakfast,7.144793060351677,0.9999999999567895
reckoning,7.144655328510191,0.999999999956805
up all,7.1444522787222775,0.9999999999568278
reluctant,7.1443586282620535,0.9999999999568383
how like,7.143983926624557,0.9999999999568805
which him,7.1438923007480595,0.9999999999568907
gone and,7.143519999684211,0.9999999999569326
sat at,7.143365710053758,0.9999999999569498
want him,7.143222016529911,0.999999999956966
was round,7.142120002366637,0.9999999999570893
not fear,7.1419491047946675,0.9999999999571084
she by,7.141893685737303,0.9999999999571146
days was,7.14160336991277,0.9999999999571471
of surprise,7.141504467628721,0.999999999957158
picking up,7.141501643349511,0.9999999999571584
begin again,7.141486507114204,0.99999999995716
returning to,7.141480504102978,0.9999999999571607
fault of,7.1414246446503915,0.999999999957167
his grasp,7.1408166274114375,0.9999999999572348
head from,7.140653429611839,0.999999999957253
more real,7.140608036419982,0.9999999999572581
despise,7.140536472696393,0.9999999999572661
happy it,7.140469582274232,0.9999999999572735
is even,7.140317621077126,0.9999999999572904
came nearer,7.139965334411335,0.9999999999573296
doubtful,7.139710592062073,0.9999999999573579
guests were,7.139429993768916,0.9999999999573891
and kissing,7.1392736814990805,0.9999999999574064
his book,7.13927353643363,0.9999999999574065
were running,7.139256561762202,0.9999999999574084
not rather,7.138955621235853,0.9999999999574417
moment to,7.1389505209181054,0.9999999999574424
gone in,7.138917188253417,0.999999999957446
come there,7.138712396807042,0.9999999999574687
at other,7.138592551676786,0.999999999957482
to favor,7.138493934963103,0.999999999957493
another time,7.13844069911693,0.9999999999574989
their their,7.138432242237524,0.9999999999574998
green the,7.138308098511077,0.9999999999575135
length on,7.138023828245435,0.9999999999575451
ill and,7.137917126751269,0.9999999999575568
the semblance,7.137835567328546,0.9999999999575658
delivering,7.137315709886694,0.9999999999576233
half way,7.1372885062571525,0.9999999999576263
even had,7.136455159560457,0.9999999999577184
to glance,7.136210197393312,0.9999999999577454
chimney and,7.135866827867857,0.9999999999577832
it also,7.1357121358887134,0.9999999999578002
not propose,7.135703493151803,0.9999999999578012
the memory,7.135232703304122,0.9999999999578529
exist and,7.134779094777073,0.9999999999579028
their families,7.133805463871886,0.9999999999580096
says but,7.1336746537507745,0.9999999999580239
moss and,7.133600634590652,0.999999999958032
explain it,7.133122056453438,0.9999999999580844
had mr,7.133057639625712,0.9999999999580914
speak and,7.132769873400209,0.9999999999581229
jews and,7.1326253373130095,0.9999999999581387
have grown,7.131940148344792,0.9999999999582135
inferior in,7.13184279501821,0.9999999999582241
have right,7.131325469028542,0.9999999999582805
to dispose,7.131018246554941,0.9999999999583139
but come,7.130865602443683,0.9999999999583306
and one,7.13079183647,0.9999999999583385
it couldn,7.130695615974551,0.999999999958349
uncovered,7.130608081996798,0.9999999999583585
drawn by,7.130272631135209,0.999999999958395
expect from,7.130038944602305,0.9999999999584204
no wise,7.129940529200751,0.999999999958431
and woe,7.12976629368083,0.9999999999584499
at two,7.129665269834717,0.9999999999584609
thrown open,7.12964027463081,0.9999999999584636
kept his,7.1294868672468095,0.9999999999584802
offered him,7.129432998560216,0.9999999999584861
amazement and,7.1293306559747265,0.9999999999584972
workings of,7.1287995020320345,0.9999999999585547
looked over,7.128796378740479,0.999999999958555
though we,7.128461654518959,0.9999999999585912
as myself,7.128348027094469,0.9999999999586036
our hands,7.128236731730862,0.9999999999586155
no possible,7.1281875061110815,0.9999999999586209
than forty,7.1281488272532405,0.9999999999586251
selfish and,7.128002543611183,0.9999999999586409
and holding,7.127753503263983,0.9999999999586677
have asked,7.127386353955967,0.9999999999587074
but after,7.127338480220385,0.9999999999587126
describe the,7.127312751066688,0.9999999999587154
don wonder,7.127234283788028,0.9999999999587238
twelve years,7.12643807483002,0.9999999999588095
an obscure,7.1263441973708455,0.9999999999588196
met again,7.1261242142677315,0.9999999999588433
and rest,7.12604301330405,0.999999999958852
of one,7.125937983518588,0.9999999999588634
more interesting,7.1259196166165175,0.9999999999588652
was early,7.1258471050529835,0.9999999999588731
least have,7.12546129883142,0.9999999999589145
gained the,7.125435290972957,0.9999999999589173
saw no,7.125152246401884,0.9999999999589477
praise the,7.124773344394344,0.9999999999589883
say here,7.124743941580905,0.9999999999589915
and show,7.1244768290127025,0.9999999999590201
go but,7.123615108545949,0.9999999999591123
been saying,7.123517390835459,0.9999999999591227
reflection that,7.12323168970755,0.9999999999591532
room the,7.123041545333317,0.9999999999591735
answered as,7.12303706123421,0.999999999959174
the remotest,7.122765007502355,0.999999999959203
when heard,7.122445817658028,0.999999999959237
resources of,7.121973086682086,0.9999999999592873
informed of,7.121418740624557,0.9999999999593463
influence in,7.121353364938053,0.9999999999593533
pressing her,7.1213331334805865,0.9999999999593554
bend,7.12123562025853,0.9999999999593658
my intention,7.121064315932287,0.999999999959384
to perfection,7.120870421158404,0.9999999999594046
they first,7.120697422524898,0.9999999999594229
dry and,7.120593412185028,0.999999999959434
his goodness,7.120399113024001,0.9999999999594545
amusing to,7.120197688991224,0.999999999959476
suggested to,7.11949929330419,0.9999999999595499
dinner the,7.119246179585444,0.9999999999595767
confided to,7.118992900377891,0.9999999999596034
suffers,7.118816855310522,0.999999999959622
be compared,7.118111673335345,0.9999999999596965
colours and,7.117877807461824,0.9999999999597211
haughty,7.117840781181533,0.999999999959725
are looking,7.117793904672263,0.9999999999597299
very seriously,7.1172907624073485,0.999999999959783
images of,7.116267296619161,0.9999999999598904
though nothing,7.116249082967056,0.9999999999598923
voice which,7.1158855289921465,0.9999999999599305
known me,7.1156373247627585,0.9999999999599565
to hurry,7.115266034160498,0.9999999999599954
his troubles,7.115098972204783,0.9999999999600129
cab and,7.114649881464734,0.9999999999600598
as things,7.1144904203793065,0.9999999999600765
revealed the,7.114105621930735,0.9999999999601167
soldiers in,7.114063512049374,0.9999999999601211
laid them,7.1140623905756195,0.9999999999601212
long in,7.113750507977981,0.9999999999601538
to direct,7.1135388127190025,0.9999999999601759
prevent my,7.1133351324799365,0.9999999999601971
what they,7.113258170140663,0.9999999999602052
the reach,7.112958846957338,0.9999999999602363
of memory,7.112815022467588,0.9999999999602512
until had,7.112618394981471,0.9999999999602717
on very,7.112456874179212,0.9999999999602885
its size,7.112365230263264,0.9999999999602981
poisoned,7.1122922850732,0.9999999999603056
could speak,7.111956957041599,0.9999999999603405
secrets of,7.111589709517975,0.9999999999603786
land at,7.111543779004841,0.9999999999603834
than two,7.111418092322784,0.9999999999603963
time to,7.111283379237228,0.9999999999604103
am almost,7.110961127137925,0.9999999999604438
of scorn,7.1109297542804315,0.999999999960447
family had,7.110910470633754,0.999999999960449
your master,7.11067214894474,0.9999999999604737
the saturday,7.110588556090777,0.9999999999604824
when people,7.109912693591911,0.9999999999605522
of illness,7.1098827051237015,0.9999999999605553
who lived,7.109819764623971,0.9999999999605619
an ear,7.1096042187171955,0.9999999999605841
provoke,7.109247836760132,0.9999999999606209
please he,7.109062171859638,0.99999999996064
families in,7.108915566749472,0.9999999999606551
his point,7.108805225784551,0.9999999999606666
for london,7.10858146891872,0.9999999999606896
very low,7.108569637095766,0.9999999999606908
too which,7.1079468918787985,0.999999999960755
myself of,7.107714988491689,0.9999999999607787
and weary,7.107233898122235,0.9999999999608281
week after,7.107187261846672,0.9999999999608329
and filled,7.106873048149887,0.9999999999608652
his faults,7.1065966755893255,0.9999999999608935
cruel to,7.106551483959357,0.9999999999608982
sleep on,7.106530003629844,0.9999999999609004
survey,7.106371168332852,0.9999999999609166
owe,7.106330694388851,0.9999999999609208
shot through,7.106245698889334,0.9999999999609295
there before,7.105516254415865,0.9999999999610041
the infant,7.105196824072469,0.9999999999610367
thought at,7.1050809550142295,0.9999999999610486
condemnation,7.1048106373871684,0.9999999999610761
places and,7.1045804492395,0.9999999999610997
join her,7.104487840931014,0.9999999999611091
her ways,7.10435940324404,0.9999999999611222
was doubtless,7.104342554854551,0.9999999999611239
is bound,7.104141069066012,0.9999999999611444
scene in,7.103929439270461,0.9999999999611661
turn your,7.103928360481081,0.9999999999611661
have sometimes,7.103870701812864,0.999999999961172
write it,7.1034074412025126,0.9999999999612191
the knot,7.103399041302055,0.99999999996122
his childhood,7.103308555008982,0.9999999999612292
sweet little,7.103131828384063,0.9999999999612471
an active,7.103033663980996,0.9999999999612571
to publish,7.102875743070902,0.9999999999612732
reply and,7.10251988036675,0.9999999999613093
her against,7.102397860957508,0.9999999999613217
place they,7.101788640103706,0.9999999999613834
certainly in,7.10165807676088,0.9999999999613967
had kept,7.101576734112101,0.9999999999614049
her chief,7.101493446766508,0.9999999999614133
of poems,7.101400339536965,0.9999999999614227
in mid,7.1013496640210905,0.9999999999614279
claiming,7.101185690217752,0.9999999999614445
to catch,7.101103397848031,0.9999999999614528
are true,7.100723034465848,0.9999999999614912
the owners,7.100565869228576,0.9999999999615071
is doubtful,7.1005588190097715,0.9999999999615078
whatever else,7.100392371035861,0.9999999999615247
taste of,7.100323784134054,0.9999999999615315
authority in,7.100129780045545,0.9999999999615511
everywhere in,7.099681893329446,0.9999999999615963
guessed the,7.0996007321080254,0.9999999999616045
as young,7.099179560885652,0.9999999999616469
anxious and,7.099171873861269,0.9999999999616477
idle and,7.098939282301924,0.999999999961671
days you,7.098788148468055,0.9999999999616862
often said,7.098603434367341,0.9999999999617049
can all,7.098592555732634,0.9999999999617059
set about,7.098589033951921,0.9999999999617063
congratulated,7.098392984657813,0.999999999961726
too the,7.09835399410081,0.9999999999617298
the continued,7.098173479621064,0.999999999961748
and well,7.097956124779255,0.9999999999617698
every turn,7.0974577941901895,0.9999999999618198
neck of,7.097360212581662,0.9999999999618295
to other,7.09727243856089,0.9999999999618384
which there,7.096988724018659,0.9999999999618667
in public,7.09672303648554,0.9999999999618934
mr are,7.09631949523667,0.9999999999619337
the curtain,7.096070431634075,0.9999999999619587
is subject,7.0958917757457405,0.9999999999619764
that subject,7.095467145787455,0.9999999999620188
who wished,7.095428864701854,0.9999999999620226
be accounted,7.094514756931849,0.9999999999621136
tamed,7.094392568997405,0.9999999999621259
wife in,7.09391743904708,0.999999999962173
great with,7.093773320857305,0.9999999999621874
ell,7.093586672144748,0.9999999999622059
explained to,7.093358481945413,0.9999999999622285
entirely out,7.093253231814019,0.999999999962239
says they,7.0929133902103745,0.9999999999622727
my chance,7.092897425121379,0.9999999999622743
cushion,7.092644620625695,0.9999999999622994
boy you,7.092312974126068,0.9999999999623321
passed under,7.092190729238468,0.9999999999623442
pressing,7.091817761226353,0.9999999999623811
insolent,7.091659016158254,0.9999999999623969
shade and,7.091317635060905,0.9999999999624305
and ought,7.090723117855613,0.9999999999624892
master and,7.090609788027931,0.9999999999625003
stupor,7.090580430021559,0.9999999999625032
ds,7.09035427396472,0.9999999999625255
would ever,7.089932643401342,0.999999999962567
io the,7.0898416759146174,0.9999999999625759
wish he,7.089762234344777,0.9999999999625838
that wanted,7.089606384866811,0.9999999999625991
before now,7.089422249842785,0.9999999999626172
re at,7.089236732025282,0.9999999999626354
and nothing,7.088946554498793,0.999999999962664
persuade me,7.088936945153943,0.9999999999626649
to book,7.088427050846527,0.9999999999627149
but soon,7.088235672022452,0.9999999999627337
did indeed,7.087857943930883,0.9999999999627707
rooms at,7.086744735695663,0.9999999999628795
skill to,7.086599445346623,0.9999999999628937
it contained,7.0865588269949376,0.9999999999628976
as white,7.0864085642988215,0.9999999999629122
act on,7.086247862748246,0.9999999999629279
as woman,7.086218115431005,0.9999999999629309
help to,7.0857702277599035,0.9999999999629745
been possible,7.085762651125252,0.9999999999629752
seat with,7.085710865348586,0.9999999999629803
stands on,7.085518169279563,0.999999999962999
an ardent,7.085419303930051,0.9999999999630086
her daily,7.085182998101974,0.9999999999630316
bacon and,7.085161343443253,0.9999999999630337
and smoking,7.08505719275059,0.9999999999630438
cover of,7.084633047625614,0.9999999999630851
should marry,7.084610974647504,0.9999999999630872
is two,7.084543697429977,0.9999999999630937
its little,7.084173944423064,0.9999999999631296
examination of,7.08389711581453,0.9999999999631565
excite the,7.083878717768432,0.9999999999631582
on into,7.083731162253573,0.9999999999631726
in danger,7.083502102272917,0.9999999999631947
come away,7.083465525938671,0.9999999999631982
whatever she,7.083134170153783,0.9999999999632303
all well,7.082202920895373,0.9999999999633203
pool of,7.082177099975,0.9999999999633228
one upon,7.082088869306816,0.9999999999633313
with few,7.082016081879181,0.9999999999633383
it fell,7.081772668693137,0.9999999999633619
delicacy and,7.081732551158919,0.9999999999633657
be proud,7.081673057063383,0.9999999999633714
station at,7.081523276040772,0.9999999999633858
powerless,7.081462836117563,0.9999999999633917
of leaves,7.081382471628867,0.9999999999633994
needs no,7.0812150203234285,0.9999999999634156
the direct,7.081156258644309,0.9999999999634213
preserve the,7.080838756451156,0.9999999999634518
proving,7.080705762885969,0.9999999999634646
as likely,7.0800618479528055,0.9999999999635264
about but,7.080025658930429,0.99999999996353
difficulties and,7.079965368586279,0.9999999999635357
some that,7.079727109453712,0.9999999999635586
and drank,7.07949648272394,0.9999999999635807
them when,7.07946432597797,0.9999999999635838
his newspaper,7.0792593860222555,0.9999999999636034
sleep he,7.079087407574733,0.9999999999636199
but trust,7.078969544638907,0.9999999999636312
avoided,7.078928343470998,0.9999999999636351
an uncle,7.078892319395684,0.9999999999636385
off my,7.078588556035203,0.9999999999636676
watching for,7.078507638421798,0.9999999999636754
on subjects,7.077289884676879,0.9999999999637917
some good,7.077157608380263,0.9999999999638043
