feature,chi2,pvalue
thy,123.01997256124348,2.100350646623473e-09
sir,122.87812686645907,2.2019832554261903e-09
the species,122.8235043806346,2.2424032900879636e-09
tbe,122.7702453577652,2.2825200535225587e-09
the car,122.57979634955612,2.4318619226448945e-09
valley,122.27092412306978,2.6948456455992733e-09
on thb,121.94103282588935,3.0067886840059373e-09
midnight sun,121.8501138005805,3.0988603497886664e-09
mr dick,121.64517695263346,3.316733329981369e-09
palace and,121.53284311132181,3.442508132070705e-09
rivers,121.45569405859041,3.531605433251924e-09
as if,121.27794384525563,3.745646001369332e-09
to height,121.23590420662902,3.798113398405749e-09
ould,121.2324382823005,3.802471280700789e-09
joe,121.16832275965413,3.883983482280681e-09
cr vo,120.95487224770953,4.167986290101398e-09
as state,120.88650105210453,4.26322148234749e-09
st joseph,120.82077601664744,4.356795523995919e-09
of her,120.77250512604977,4.426808846754333e-09
and meadows,120.77174766948154,4.427916288421402e-09
the mills,120.70945676571355,4.519931499846715e-09
free state,120.56138627670316,4.746306825395186e-09
the priest,120.50142820606808,4.841125282016381e-09
hazard,120.497069358534,4.848090899417883e-09
in black,120.40057584811596,5.004851222828945e-09
heir of,120.3559839436721,5.078974637152439e-09
fer,120.27494163068633,5.216473783964121e-09
frank,119.93856339769471,5.827561465093406e-09
enchanted,119.84220885648746,6.015272942135237e-09
professor,119.59692391531341,6.520485904386376e-09
de,119.41908819059584,6.912749271640068e-09
mend,119.17854879845943,7.480608177065033e-09
slave states,119.14662093982788,7.559363438074457e-09
miles,119.1296079449063,7.60166241118392e-09
philosophy,118.88483661816086,8.23672761503014e-09
washington,118.84947316867304,8.332706928348586e-09
italy,118.82337173323961,8.404255593262522e-09
returned,118.52326290335922,9.271764406647053e-09
of moved,118.39454459765358,9.670389885305532e-09
god,118.14689310213113,1.0485492966748249e-08
the idol,118.13118568997082,1.0539418812695755e-08
boston,118.09162268530281,1.0676460056529689e-08
swallow,118.08490128770796,1.069991621677967e-08
sir philip,118.05463846076917,1.0806158074763694e-08
breeches,117.89602463492535,1.1380249855532066e-08
by flight,117.86960804291553,1.147874311313968e-08
re,117.60273060752016,1.2522172366410702e-08
ned,117.41963329451856,1.3291611015802401e-08
the heroes,117.38870653741624,1.3426102479555546e-08
the city,117.31490083066899,1.3752510555978307e-08
of cape,116.84586190641008,1.6017640264122117e-08
pack,116.84361407409146,1.6029336334425587e-08
william henry,116.82461929963453,1.612850812753504e-08
squire,116.71199271937894,1.672908603302053e-08
and prejudice,116.67740182964795,1.6917929563083108e-08
the colonel,116.54109182720624,1.7682776228194843e-08
trees,116.30694024047597,1.9077002748345178e-08
added mr,116.21762331792752,1.9636923297403794e-08
any how,116.19609619154426,1.9774280420240023e-08
north,116.15170328762727,2.0060534343458573e-08
history of,116.08031040366629,2.052948136509382e-08
em ly,115.95753929371938,2.1361313765915076e-08
the silent,115.91927605676402,2.1627293872248565e-08
the soul,115.77456724193277,2.2663065759996057e-08
height,115.49758496212688,2.478382861874235e-08
knights,115.38871981444643,2.5669915099168795e-08
the villa,115.24368356047833,2.6899086648932586e-08
brook,115.05940698976325,2.8544792281390647e-08
sir robert,114.87899889580825,3.02519643373966e-08
south african,114.46481045763429,3.456130350631002e-08
genius,114.40319196068586,3.525208894411619e-08
lu,114.24935454441423,3.703665446917628e-08
literature,114.06103400343733,3.934276803247808e-08
ami,113.95244469389282,4.073623382534627e-08
pines and,113.9392684346636,4.0908591068269126e-08
of peter,113.87333155813738,4.178195678052927e-08
lady,113.86851750900217,4.184643595052406e-08
the admiral,113.82451342116866,4.2440386799497874e-08
hundred feet,113.70837785567207,4.404811825756003e-08
cousins,113.69122016338565,4.429067400186569e-08
civilization,113.59595076909939,4.5661612829759203e-08
bet,113.54131584358538,4.646658862508786e-08
france,113.4555392062673,4.775868390292402e-08
camp,113.39669007422499,4.866556151650224e-08
nobly,113.36048756735582,4.923185476682428e-08
all events,113.12438222782288,5.3087623940257785e-08
this bird,113.11173161755636,5.33024092846979e-08
dr dean,113.007411846334,5.510651476553764e-08
arthur,112.93010267292178,5.6482168492894285e-08
man pack,112.74858207427913,5.984650532023774e-08
rocks,112.71911301608122,6.041100139175934e-08
answered,112.40041682671146,6.686092958960963e-08
my lady,112.19265504428382,7.142600197077635e-08
majority,112.1195274718566,7.31047327143169e-08
by uncle,112.02303752087207,7.537933697204354e-08
wc,112.00590265960007,7.579048750941023e-08
south,111.84958540630937,7.964471601944916e-08
man wife,111.71746017050587,8.305242328656605e-08
shores,111.65498992399841,8.471320438120191e-08
ware,111.44753362777811,9.046644692155954e-08
the bill,111.41009677348553,9.154486196274248e-08
miss jane,111.38482619436522,9.227995489951006e-08
england,111.37961149515198,9.243236619346153e-08
foot hills,111.37759469989031,9.249137797691728e-08
granite,111.1836925945091,9.834158113668349e-08
the gallant,110.97665349126487,1.0499027959534875e-07
the poetry,110.8257879101728,1.101117439815055e-07
said mrs,110.73895255402503,1.1317020786847491e-07
stories of,110.6463243274889,1.1652485395354264e-07
exhibition,110.62609702068393,1.1727032399212927e-07
jim,110.56964286032387,1.1937583389862099e-07
war,110.28462234889047,1.3058711909267116e-07
lot,110.07783393231128,1.3936329297288735e-07
around,110.00211027460074,1.427200590091016e-07
miss price,109.77749829733504,1.5315168969047148e-07
ireland and,109.13829372721851,1.8711685947231172e-07
the woods,109.11330913149484,1.8858503923174094e-07
blue eyes,108.79415465503975,2.0836611496298484e-07
the ice,108.75994845286696,2.1060354424016e-07
guess,108.53486947849596,2.2592632088191615e-07
bv,108.36804273239485,2.3798547641728718e-07
thee,108.35254784348288,2.3913712420191784e-07
china,108.218197517285,2.493550022480165e-07
ll,108.17582836593411,2.5266545035540275e-07
territory and,108.02205360795703,2.6504725375604837e-07
mrs clay,107.99503996875725,2.6728310617468206e-07
the member,107.91963345465682,2.736228551238128e-07
abbey,107.88335415536201,2.7672542933637066e-07
sir walter,107.87324350786704,2.7759622497958393e-07
said dick,107.82505034150346,2.817840814717931e-07
yon,107.69896624470537,2.9303632655852045e-07
lady of,107.58346338916616,3.0373102395529174e-07
an we,107.54634615493644,3.0724852557229193e-07
history,107.34400121806873,3.2713959039464514e-07
yes,107.33617209262127,3.279341137140684e-07
holland,107.27512360433211,3.341948592152751e-07
an her,107.07966393165445,3.55040136994962e-07
the obscure,107.06022248233788,3.571820493827356e-07
and son,106.93318784906747,3.714935079979257e-07
jane had,106.88756832100168,3.767691329887806e-07
my dead,106.85246391810563,3.8087877525400613e-07
the metropolis,106.80671357306777,3.863008589090975e-07
the ray,106.65367558054945,4.0499474878074684e-07
in new,106.38446201266142,4.4005892727065996e-07
who killed,106.38445678191336,4.4005963670165535e-07
ain got,106.33358311695821,4.4701286583192055e-07
the hound,106.32925589647874,4.476092480841752e-07
the easy,106.12279604941679,4.76989938992814e-07
the sovereigns,106.07635079913682,4.83855843189483e-07
that she,105.99714450132363,4.957892162116855e-07
wonderful wife,105.92348432022807,5.071460117052068e-07
hotel,105.90243824265997,5.10437498148702e-07
he cried,105.75642027005624,5.338584111160587e-07
officers,105.69132376536933,5.446366506001021e-07
the wolf,105.6592702225911,5.500220474676628e-07
connection,105.62317614544702,5.561488787169917e-07
on em,105.42251136740917,5.914520571356608e-07
this species,105.42166159304203,5.916061378744584e-07
your grace,105.35643646464247,6.035510214262309e-07
troop,105.19205259310806,6.347149128904773e-07
elephant,105.10394152176612,6.520634438008891e-07
the main,104.9407211433821,6.854382157645139e-07
slave,104.91595119249635,6.906474288617784e-07
nations,104.90705972489454,6.925267946075136e-07
rock,104.88334878713802,6.975630750827245e-07
her spirits,104.74171799678376,7.284028287274184e-07
lights and,104.73128335650738,7.30727122098493e-07
said paul,104.65414205557045,7.481373473903221e-07
in bath,104.62107407590203,7.557245479060189e-07
beauty smith,104.60006417994533,7.605842672294978e-07
of edward,104.50709568839564,7.824589272534367e-07
the maiden,104.47685252958325,7.897069995988838e-07
settlement,104.39322326277289,8.100941253489301e-07
the fellows,104.33461490827058,8.246883835065997e-07
said george,104.32422260421856,8.27302983829323e-07
basin,104.30073492610208,8.332422359148804e-07
the vote,104.23326302969909,8.50537192896668e-07
toward the,104.22687116058667,8.521937483997267e-07
good man,104.20114914510631,8.588920656722155e-07
the pines,104.07709160794799,8.919300033290471e-07
mary,103.95759931962095,9.249289468836859e-07
said elizabeth,103.89260402766021,9.433776246229703e-07
tliat,103.86692226044735,9.507663263025268e-07
vegetation,103.82119609374874,9.640625433707001e-07
poets,103.80481595035943,9.688697586585083e-07
the exhibition,103.6102661562293,1.0277943956238328e-06
on shore,103.08683488220755,1.204325949422169e-06
political,103.07792578261605,1.2075741949561281e-06
villa,103.05703817392859,1.215223486724615e-06
and mrs,102.88812022739768,1.2788529341327973e-06
the basin,102.88459508532077,1.2802149989653078e-06
the park,102.76926046420147,1.3255712197899355e-06
iron heel,102.71645702663673,1.3468584393662595e-06
flag,102.61029000080296,1.3906772998196153e-06
sea,102.33216552987116,1.5121981487040281e-06
sketch,102.32228903218626,1.5166994652584362e-06
summit,102.29331206422901,1.5299818944023745e-06
cried the,102.26229254683416,1.5443268515367606e-06
an ain,102.23470489802712,1.557195365382731e-06
white man,102.22729890410149,1.5606678039819178e-06
circulation,102.16943888981147,1.5880588912021278e-06
want to,102.11737650350568,1.6131074324789647e-06
thousand dollars,102.02823427597619,1.6568974214195789e-06
divine,101.8637927475307,1.7407523591855525e-06
belt,101.82233089531559,1.7625429004825733e-06
till,101.77294393692152,1.7888472614080816e-06
of butler,101.62596159675377,1.8694276926757886e-06
at length,101.62069097356708,1.8723822661841684e-06
horizon,101.5766373804147,1.8972570213545422e-06
nature,101.56531763313879,1.9037007590968559e-06
the officers,101.55753267141316,1.90814475872569e-06
vote of,101.55551472452164,1.9092983483898923e-06
miles long,101.49696447550387,1.9430683932976254e-06
said long,101.34526773410056,2.033306064473507e-06
isn,101.30230015130462,2.059602638945484e-06
got to,101.2946990566653,2.0642891104239383e-06
she say,100.80943656259169,2.386099047032334e-06
science,100.75892179594118,2.4222942946274807e-06
and she,100.66776693438473,2.4889735897019684e-06
upon,100.65425968573156,2.499005630669194e-06
committee on,100.62520043539759,2.5207226826179548e-06
you,100.4990894797949,2.6171290172250296e-06
tiger,100.49449988609348,2.620704751044294e-06
sir said,100.40033824640783,2.6951295996860282e-06
the boys,100.39790111310253,2.6970830917290524e-06
he ain,100.32843146838523,2.753352875453535e-06
inches,100.31118720745556,2.7674975207868492e-06
responded,100.2480405837908,2.819902975691359e-06
members,100.14796522266387,2.9049499272398593e-06
the san,100.03036131402571,3.00810273848507e-06
the trunk,100.0211634183946,3.0163197848481146e-06
christ,100.02081262804357,3.016633601642578e-06
shore,99.94922164861829,3.0813515760611155e-06
ii,99.93350817318733,3.095737175282867e-06
warriors,99.90986970316709,3.1175018610109383e-06
and white,99.90387946010333,3.1230409883294234e-06
yankee,99.85046748006897,3.1728579851651605e-06
the lovely,99.7526577161898,3.266106677199223e-06
my reader,99.69769824215139,3.3196736599242853e-06
dare say,99.68238380288356,3.3347524862997726e-06
per,99.62067824453709,3.3961901307924368e-06
in america,99.60940755039768,3.40753080215933e-06
moved that,99.53296043348064,3.4854357650520046e-06
india,99.46828865457489,3.552698263918144e-06
judge that,99.29134123385943,3.7432863156721446e-06
of nature,99.10716884230999,3.952265248799772e-06
meadows and,99.10076523674405,3.959732824454872e-06
river,98.99403938418128,4.086240600686931e-06
island,98.95278548184572,4.136192234418086e-06
smiled,98.93509257810032,4.157797793117282e-06
beneath,98.84629982425285,4.267902907732787e-06
the natives,98.80895178960166,4.315061985237237e-06
religion,98.59619388912691,4.593580626889226e-06
the water,98.56460384478065,4.636404725769819e-06
states the,98.54789883290279,4.659207780276207e-06
the regiment,98.52673245411653,4.688258202061438e-06
don know,98.49898796485333,4.726605056056107e-06
coast,98.47287263167654,4.762980033267045e-06
street,98.08755844361686,5.332535511278714e-06
heroes,98.01879771910801,5.440943555271682e-06
exclaimed,98.00830236768594,5.45767871534338e-06
they re,97.91324492966098,5.611557902725764e-06
also published,97.89641091657634,5.639246902568236e-06
iii,97.89577568626062,5.6402943528548975e-06
of god,97.75694244289275,5.873837438092288e-06
my wonderful,97.58954232771725,6.168011658357529e-06
love at,97.50571683716937,6.320675019139712e-06
her aunt,97.47492771332584,6.377669393565345e-06
your sister,97.42917401062311,6.463292718771234e-06
divers,97.36908617604665,6.577446984536843e-06
crystal palace,97.28538174476228,6.7397536182627525e-06
floods,97.25013170631853,6.809268763631296e-06
grace,97.24537200513356,6.818708630619082e-06
the genial,97.18942248322846,6.930634688135689e-06
german,97.15481404115549,7.0007636847132745e-06
plains,97.08901699725868,7.136006665873354e-06
mutual friend,97.08436576828299,7.145662960070101e-06
that elizabeth,97.06956491087313,7.176475550436677e-06
the compromise,96.99542518081147,7.33278223565103e-06
although,96.8280570387337,7.697952706170177e-06
universe,96.7282419139737,7.92411594517418e-06
culture,96.72744855964548,7.925939254876318e-06
type,96.67668136101786,8.04346881686776e-06
edition cr,96.62422393915665,8.166696874699839e-06
earl,96.61001113175794,8.200400098678634e-06
rifle,96.60919450649942,8.202340700887198e-06
province of,96.39982518797243,8.714945220867756e-06
the cry,96.39784418268917,8.719941518523934e-06
james,96.38234572302814,8.759126753288506e-06
kid,96.21703364155645,9.187921726763532e-06
bending of,96.19940740153133,9.234831407277583e-06
returned mr,96.1925497882941,9.253144983165428e-06
soil,96.06202232570203,9.608552961014212e-06
murmured,96.00386173463929,9.771170060693572e-06
awfully,95.86372881090298,1.0174080782672248e-05
wouldn,95.83416196604101,1.0261137533308637e-05
solomon,95.72404691174876,1.0591794451537231e-05
deer,95.51670716991939,1.1242817762573781e-05
around the,95.42469732651725,1.1544059407151909e-05
the ould,95.27100235357189,1.2064887941664449e-05
mr and,95.08829780500943,1.2713849624731895e-05
sage,95.08064485987217,1.2741761934496523e-05
